PID,Day,Type,Question,ThreatWord,NeutralWord,Probe,ThreatPosition,ProbePosition,ProbeSelected,Response,ResponseTime,created_at
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
RR08067,0,Q&A,"Is the sky blue?",None,None,None,None,None,None,yes,None,"16-10-2020  18:07:16"
