PID,Day,Type,Question,ThreatWord,NeutralWord,Probe,ThreatPosition,ProbePosition,ProbeSelected,Response,ResponseTime,created_at
RR38402,6,Words,None,TORMENTED,MYTHOLOGY,E,,bottom,E,Success,2.147,1602774345178
RR38402,6,Words,None,VICTIMS,SMELLED,E,,bottom,E,Success,2.113,1602774345178
RR38402,6,Words,None,TORMENTED,MYTHOLOGY,F,,top,F,Success,1.853,1602774345178
RR38402,6,Words,None,VICTIMS,SMELLED,E,,bottom,E,Success,2.187,1602774345178
RR38402,6,Words,None,TORMENTED,MYTHOLOGY,F,,bottom,F,Success,2.066,1602774345178
RR38402,6,Words,None,TORMENTED,MYTHOLOGY,F,,top,F,Success,2.089,1602774345178
RR38402,6,Words,None,TORMENTED,MYTHOLOGY,E,,bottom,E,Success,2.506,1602774345178
RR38402,6,Words,None,VICTIMS,SMELLED,F,,bottom,F,Success,1.862,1602774345178
RR38402,6,Words,None,TORMENTED,MYTHOLOGY,E,,top,E,Success,2.269,1602774345178
RR38402,6,Words,None,TORMENTED,MYTHOLOGY,E,,bottom,E,Success,2.519,1602774345178
RR38402,7,Words,None,VICTIMS,SMELLED,E,,top,E,Success,2.017,1602774411440
RR38402,7,Words,None,VICTIMS,SMELLED,F,,top,F,Success,1.979,1602774411440
RR38402,7,Words,None,TORMENTED,MYTHOLOGY,E,,bottom,E,Success,2.444,1602774411440
RR38402,7,Words,None,TORMENTED,MYTHOLOGY,F,,bottom,F,Success,1.964,1602774411440
RR38402,7,Words,None,VICTIMS,SMELLED,E,,top,E,Success,2.091,1602774411440
RR38402,7,Words,None,VICTIMS,SMELLED,F,,top,F,Success,1.964,1602774411440
RR38402,7,Words,None,VICTIMS,SMELLED,E,,top,E,Success,1.85,1602774411440
RR38402,7,Words,None,VICTIMS,SMELLED,F,,top,F,Success,1.956,1602774411440
RR38402,7,Words,None,TORMENTED,MYTHOLOGY,F,,bottom,F,Success,2.102,1602774411440
RR38402,7,Words,None,TORMENTED,MYTHOLOGY,E,,bottom,E,Success,2.431,1602774411440
RR38402,8,Words,None,TORMENTED,MYTHOLOGY,F,,bottom,F,Success,1.952,1602774479612
RR38402,8,Words,None,VICTIMS,SMELLED,E,,bottom,E,Success,2.091,1602774479612
RR38402,8,Words,None,VICTIMS,SMELLED,F,,bottom,F,Success,2.008,1602774479612
RR38402,8,Words,None,VICTIMS,SMELLED,F,,top,F,Success,2.304,1602774479612
RR38402,8,Words,None,VICTIMS,SMELLED,F,,bottom,F,Success,2.176,1602774479612
RR38402,8,Words,None,VICTIMS,SMELLED,F,,top,F,Success,2.109,1602774479612
RR38402,8,Words,None,TORMENTED,MYTHOLOGY,F,,top,F,Success,1.976,1602774479612
RR38402,8,Words,None,VICTIMS,SMELLED,E,,bottom,E,Success,2.81,1602774479612
RR38402,8,Words,None,VICTIMS,SMELLED,E,,top,E,Success,2.153,1602774479612
RR38402,8,Words,None,VICTIMS,SMELLED,E,,bottom,E,Success,2.164,1602774479612
RR38402,9,Words,None,WOUND,DRIED,F,,top,F,Success,2.214,1602774536958
RR38402,9,Words,None,TORMENTED,MYTHOLOGY,F,,bottom,F,Success,1.894,1602774536958
RR38402,9,Words,None,TORMENTED,MYTHOLOGY,E,,bottom,E,Success,2.167,1602774536958
RR38402,9,Words,None,EVIL,HILL,E,,top,E,Success,2.337,1602774536958
RR38402,9,Words,None,TORMENTED,MYTHOLOGY,E,,bottom,E,Success,2.31,1602774536958
RR38402,9,Words,None,WOUND,DRIED,E,,bottom,E,Success,2.159,1602774536958
RR38402,9,Words,None,EVIL,HILL,E,,top,E,Success,2.083,1602774536958
RR38402,9,Words,None,PANICKY,CLARETS,F,,top,F,Success,2.024,1602774536958
RR38402,9,Words,None,EVIL,HILL,E,,top,E,Success,2.171,1602774536958
RR38402,9,Words,None,PANICKY,CLARETS,E,,bottom,E,Success,2.437,1602774536958
RR38402,10,Words,None,VICTIMS,SMELLED,E,,top,E,Success,1.871,1602774601079
RR38402,10,Words,None,VICTIMS,SMELLED,F,,bottom,F,Success,2.128,1602774601079
RR38402,10,Words,None,VICTIMS,SMELLED,E,,top,E,Success,2.259,1602774601079
RR38402,10,Words,None,VICTIMS,SMELLED,F,,bottom,F,Success,2.178,1602774601079
RR38402,10,Words,None,VICTIMS,SMELLED,E,,top,E,Success,1.979,1602774601079
RR38402,10,Words,None,VICTIMS,SMELLED,F,,bottom,F,Success,7.289,1602774601079
RR38402,10,Words,None,VICTIMS,SMELLED,E,,top,E,Success,2.721,1602774601079
RR38402,10,Words,None,VICTIMS,SMELLED,F,,bottom,F,Success,1.942,1602774601079
RR38402,10,Words,None,VICTIMS,SMELLED,E,,top,E,Success,2.199,1602774601079
RR38402,10,Words,None,VICTIMS,SMELLED,F,,bottom,F,Success,2.316,1602774601079
RR38402,11,Words,None,VICTIMS,SMELLED,E,,top,E,Success,2.137,1602774697456
RR38402,11,Words,None,VICTIMS,SMELLED,F,,bottom,F,Success,1.922,1602774697456
RR38402,11,Words,None,VICTIMS,SMELLED,E,,top,E,Success,5.459,1602774697456
RR38402,11,Words,None,VICTIMS,SMELLED,F,,bottom,F,Success,7.2,1602774697456
RR38402,11,Words,None,VICTIMS,SMELLED,E,,top,E,Success,2.188,1602774697456
RR38402,11,Words,None,VICTIMS,SMELLED,F,,bottom,F,Success,2.325,1602774697456
RR38402,11,Words,None,VICTIMS,SMELLED,E,,top,E,Success,2.031,1602774697456
RR38402,11,Words,None,VICTIMS,SMELLED,F,,bottom,F,Success,1.991,1602774697456
RR38402,11,Words,None,VICTIMS,SMELLED,E,,top,E,Success,2.015,1602774697456
RR38402,11,Words,None,VICTIMS,SMELLED,F,,bottom,F,Success,2.864,1602774697456
